audit_id,audit_run_id,audit_date,article_url,source_file,signals,live_h1,local_h1,text_similarity,heading_similarity,code_similarity,baseline_delta_status,manual_verification_status,overall_result,severity,finding_classification,summary,recommended_action,evidence
RHI-CRIT-011,phase-8-critical-rerun-2026-03-17,2026-03-17,/a-new-day-for-commerce-recap/,src/content/posts/a-new-day-for-commerce-recap/index.md,community|events|body-parity,A New Day for Commerce: Recap,A New Day for Commerce: Recap,0.918,0.692,1.000,improved,automated,pass,none,no-material-drift,No material reader-facing drift was detected in the critical-focused rerun.,No action required.,text_similarity=0.918; heading_similarity=0.692; code_similarity=1.000; live_code_block_count=0; local_code_block_count=0; raw_url_diff=0
RHI-CRIT-012,phase-8-critical-rerun-2026-03-17,2026-03-17,/a-survival-guide-to-sfcc-platform-limits/,src/content/posts/a-survival-guide-to-sfcc-platform-limits/index.md,longform,The SFCC Quota Gauntlet: A Developer’s Survival Guide to the Top Platform Limits,Survival Guide to SFCC Platform Limits,0.975,1.000,1.000,improved,automated,pass,none,expected-title-h1-drift,The strongest remaining difference is the expected live-versus-local H1 rewrite.,No action required for the critical queue unless headline alignment is later brought back into scope.,text_similarity=0.975; heading_similarity=1.000; code_similarity=1.000; live_code_block_count=0; local_code_block_count=0; raw_url_diff=0; live_h1=The SFCC Quota Gauntlet: A Developer’s Survival Guide to the Top Platform Limits; local_h1=Survival Guide to SFCC Platform Limits
RHI-CRIT-013,phase-8-critical-rerun-2026-03-17,2026-03-17,/ai-as-an-architect-and-content-creator/,src/content/posts/ai-as-an-architect-and-content-creator/index.md,community|ai|title-drift,Mastering the Power of AI: Leveraging Technology as an Architect and Content Creator,AI as an Architect and Content Creator,0.961,1.000,1.000,improved,automated,pass,none,expected-title-h1-drift,The strongest remaining difference is the expected live-versus-local H1 rewrite.,No action required for the critical queue unless headline alignment is later brought back into scope.,text_similarity=0.961; heading_similarity=1.000; code_similarity=1.000; live_code_block_count=0; local_code_block_count=0; raw_url_diff=0; live_h1=Mastering the Power of AI: Leveraging Technology as an Architect and Content Creator; local_h1=AI as an Architect and Content Creator
RHI-CRIT-014,phase-8-critical-rerun-2026-03-17,2026-03-17,/ai-automation-to-augmentation-at-work/,src/content/posts/ai-automation-to-augmentation-at-work/index.md,community|ai|body-parity,AI Automation to Augmentation: Its new role in the workplace,AI Automation to Augmentation: Its new role in the workplace,0.957,0.714,1.000,improved,automated,pass,none,no-material-drift,No material reader-facing drift was detected in the critical-focused rerun.,No action required.,text_similarity=0.957; heading_similarity=0.714; code_similarity=1.000; live_code_block_count=0; local_code_block_count=0; raw_url_diff=0
RHI-CRIT-015,phase-8-critical-rerun-2026-03-17,2026-03-17,/ai-einstein-in-salesforce-b2c-commerce-cloud/,src/content/posts/ai-einstein-in-salesforce-b2c-commerce-cloud/index.md,ai|product-overview|body-parity,AI (Einstein) in Salesforce B2C Commerce Cloud,AI (Einstein) in Salesforce B2C Commerce Cloud,0.924,1.000,1.000,improved,automated,pass,none,no-material-drift,No material reader-facing drift was detected in the critical-focused rerun.,No action required.,text_similarity=0.924; heading_similarity=1.000; code_similarity=1.000; live_code_block_count=0; local_code_block_count=0; raw_url_diff=0
RHI-CRIT-016,phase-8-critical-rerun-2026-03-17,2026-03-17,/ai-wont-steal-your-sfcc-job-but-a-developer-using-ai-will/,src/content/posts/ai-wont-steal-your-sfcc-job-but-a-developer-using-ai-will/index.md,community|ai|title-drift,"AI Won’t Steal Your SFCC Job, But a Developer Using AI Will: The Rhino Inquisitor’s Survival Guide","AI Won't Replace Your SFCC Job, but AI Users Might",0.978,1.000,1.000,improved,automated,pass,none,expected-title-h1-drift,The strongest remaining difference is the expected live-versus-local H1 rewrite.,No action required for the critical queue unless headline alignment is later brought back into scope.,"text_similarity=0.978; heading_similarity=1.000; code_similarity=1.000; live_code_block_count=0; local_code_block_count=0; raw_url_diff=0; live_h1=AI Won’t Steal Your SFCC Job, But a Developer Using AI Will: The Rhino Inquisitor’s Survival Guide; local_h1=AI Won't Replace Your SFCC Job, but AI Users Might"
RHI-CRIT-017,phase-8-critical-rerun-2026-03-17,2026-03-17,/an-overview-of-sfcc-global-functions/,src/content/posts/an-overview-of-sfcc-global-functions/index.md,code-heavy|api-reference,A Comprehensive Overview of Server-Side Global Functions in Salesforce B2C Commerce Cloud,SFCC Global Functions Overview,0.975,1.000,1.000,improved,automated,pass,none,expected-title-h1-drift,The strongest remaining difference is the expected live-versus-local H1 rewrite.,No action required for the critical queue unless headline alignment is later brought back into scope.,text_similarity=0.975; heading_similarity=1.000; code_similarity=1.000; live_code_block_count=7; local_code_block_count=7; raw_url_diff=0; live_h1=A Comprehensive Overview of Server-Side Global Functions in Salesforce B2C Commerce Cloud; local_h1=SFCC Global Functions Overview
RHI-CRIT-018,phase-8-critical-rerun-2026-03-17,2026-03-17,/b2c-commerce-cloud-campaign-erd/,src/content/posts/b2c-commerce-cloud-campaign-erd/index.md,code-heavy|xsd-snippets|erd,Campaign ERD of Salesforce B2C Commerce Cloud,Campaign ERD of Salesforce B2C Commerce Cloud,0.912,0.600,1.000,improved,automated,pass,none,no-material-drift,No material reader-facing drift was detected in the critical-focused rerun.,No action required.,text_similarity=0.912; heading_similarity=0.600; code_similarity=1.000; live_code_block_count=1; local_code_block_count=1; raw_url_diff=0
RHI-CRIT-019,phase-8-critical-rerun-2026-03-17,2026-03-17,/b2c-commerce-whats-new-in-22-4/,src/content/posts/b2c-commerce-whats-new-in-22-4/index.md,release-notes|punctuation-normalization,B2C Commerce: What’s New In 22.4,B2C Commerce: What's New In 22.4,0.897,0.929,1.000,improved,automated,pass,none,no-material-drift,No material reader-facing drift was detected in the critical-focused rerun.,No action required.,text_similarity=0.897; heading_similarity=0.929; code_similarity=1.000; live_code_block_count=0; local_code_block_count=0; raw_url_diff=0
RHI-CRIT-020,phase-8-critical-rerun-2026-03-17,2026-03-17,/b2c-commerce-whats-new-in-the-22-3-release/,src/content/posts/b2c-commerce-whats-new-in-the-22-3-release/index.md,release-notes|punctuation-normalization,B2C Commerce: What’s new in the 22.3 release,B2C Commerce: What's new in the 22.3 release,0.900,0.556,1.000,improved,automated,pass,none,no-material-drift,No material reader-facing drift was detected in the critical-focused rerun.,No action required.,text_similarity=0.900; heading_similarity=0.556; code_similarity=1.000; live_code_block_count=0; local_code_block_count=0; raw_url_diff=0
RHI-CRIT-021,phase-8-critical-rerun-2026-03-17,2026-03-17,/caching-in-the-sfcc-composable-storefront/,src/content/posts/caching-in-the-sfcc-composable-storefront/index.md,code-heavy|caching,Caching in the Salesforce Composable Storefront,Caching in the Salesforce Composable Storefront,0.947,0.800,1.000,unchanged,automated,pass,none,no-material-drift,No material reader-facing drift was detected in the critical-focused rerun.,No action required.,text_similarity=0.947; heading_similarity=0.800; code_similarity=1.000; live_code_block_count=3; local_code_block_count=3; raw_url_diff=0
RHI-CRIT-022,phase-8-critical-rerun-2026-03-17,2026-03-17,/caching-rest-apis-in-sfcc/,src/content/posts/caching-rest-apis-in-sfcc/index.md,code-heavy|ocapi|scapi,Leveraging Server-Side Caching to Improve SFCC REST API Speed,Server-Side Caching for Faster SFCC REST APIs,0.927,0.600,1.000,improved,automated,pass,none,expected-title-h1-drift,The strongest remaining difference is the expected live-versus-local H1 rewrite.,No action required for the critical queue unless headline alignment is later brought back into scope.,text_similarity=0.927; heading_similarity=0.600; code_similarity=1.000; live_code_block_count=3; local_code_block_count=3; raw_url_diff=0; live_h1=Leveraging Server-Side Caching to Improve SFCC REST API Speed; local_h1=Server-Side Caching for Faster SFCC REST APIs
RHI-CRIT-023,phase-8-critical-rerun-2026-03-17,2026-03-17,/certifications-for-salesforce-b2c-commerce-cloud/,src/content/posts/certifications-for-salesforce-b2c-commerce-cloud/index.md,certification|body-parity,Certifications for Salesforce B2C Commerce Cloud,Certifications for Salesforce B2C Commerce Cloud,0.929,0.778,1.000,unchanged,automated,pass,none,no-material-drift,No material reader-facing drift was detected in the critical-focused rerun.,No action required.,text_similarity=0.929; heading_similarity=0.778; code_similarity=1.000; live_code_block_count=0; local_code_block_count=0; raw_url_diff=0
RHI-CRIT-024,phase-8-critical-rerun-2026-03-17,2026-03-17,/chasing-clouds-catching-up-with-the-commercecrew-at-dreamforce-2023/,src/content/posts/chasing-clouds-catching-up-with-the-commercecrew-at-dreamforce-2023/index.md,community|events|title-drift,Chasing Clouds & Catching Up with the #CommerceCrew at Dreamforce 2023,Dreamforce 2023 Recap with the CommerceCrew,0.986,1.000,1.000,improved,automated,pass,none,expected-title-h1-drift,The strongest remaining difference is the expected live-versus-local H1 rewrite.,No action required for the critical queue unless headline alignment is later brought back into scope.,text_similarity=0.986; heading_similarity=1.000; code_similarity=1.000; live_code_block_count=0; local_code_block_count=0; raw_url_diff=0; live_h1=Chasing Clouds & Catching Up with the #CommerceCrew at Dreamforce 2023; local_h1=Dreamforce 2023 Recap with the CommerceCrew
RHI-CRIT-025,phase-8-critical-rerun-2026-03-17,2026-03-17,/commerce-cloud-t-shirts-on-shirtforce/,src/content/posts/commerce-cloud-t-shirts-on-shirtforce/index.md,community|body-parity,Commerce Cloud t-shirts on #shirtforce,Commerce Cloud t-shirts on #shirtforce,0.923,0.778,1.000,unchanged,automated,pass,none,no-material-drift,No material reader-facing drift was detected in the critical-focused rerun.,No action required.,text_similarity=0.923; heading_similarity=0.778; code_similarity=1.000; live_code_block_count=0; local_code_block_count=0; raw_url_diff=0
RHI-CRIT-026,phase-8-critical-rerun-2026-03-17,2026-03-17,/community-salesforce-events-and-commerce-cloud/,src/content/posts/community-salesforce-events-and-commerce-cloud/index.md,code-light|community|media-links,Community Salesforce Events and Commerce Cloud,Community Salesforce Events and Commerce Cloud,0.918,0.474,1.000,improved,automated,pass,none,structure-only-drift,Only non-critical heading-structure drift was detected; the reader-visible body content remains materially aligned.,No action required unless heading structure must match live exactly.,text_similarity=0.918; heading_similarity=0.474; code_similarity=1.000; live_code_block_count=0; local_code_block_count=0; raw_url_diff=0
RHI-CRIT-027,phase-8-critical-rerun-2026-03-17,2026-03-17,/creating-custom-ocapi-endpoints/,src/content/posts/creating-custom-ocapi-endpoints/index.md,code-heavy|deprecation-note,Creating custom OCAPI endpoints,Creating custom OCAPI endpoints,0.866,0.692,0.994,improved,automated,pass,none,no-material-drift,No material reader-facing drift was detected in the critical-focused rerun.,No action required.,text_similarity=0.866; heading_similarity=0.692; code_similarity=0.994; live_code_block_count=5; local_code_block_count=5; raw_url_diff=0
RHI-CRIT-028,phase-8-critical-rerun-2026-03-17,2026-03-17,/custom-preferences-in-sfcc/,src/content/posts/custom-preferences-in-sfcc/index.md,code-heavy|sfcc-script|configuration,Custom Preferences in Salesforce B2C Commerce Cloud: A Developer Guide,Using Custom Preferences in SFCC,0.960,1.000,1.000,improved,automated,pass,none,expected-title-h1-drift,The strongest remaining difference is the expected live-versus-local H1 rewrite.,No action required for the critical queue unless headline alignment is later brought back into scope.,text_similarity=0.960; heading_similarity=1.000; code_similarity=1.000; live_code_block_count=3; local_code_block_count=3; raw_url_diff=0; live_h1=Custom Preferences in Salesforce B2C Commerce Cloud: A Developer Guide; local_h1=Using Custom Preferences in SFCC
RHI-CRIT-029,phase-8-critical-rerun-2026-03-17,2026-03-17,/custom-ttf-fonts-in-pdf-for-sfcc/,src/content/posts/custom-ttf-fonts-in-pdf-for-sfcc/index.md,code-heavy|pdf|font-config,Custom TTF fonts in PDF for Salesforce B2C Commerce Cloud,Custom TTF fonts in PDF for Salesforce B2C Commerce Cloud,0.936,0.400,1.000,improved,automated,pass,none,structure-only-drift,Only non-critical heading-structure drift was detected; the reader-visible body content remains materially aligned.,No action required unless heading structure must match live exactly.,text_similarity=0.936; heading_similarity=0.400; code_similarity=1.000; live_code_block_count=3; local_code_block_count=3; raw_url_diff=0
RHI-CRIT-030,phase-8-critical-rerun-2026-03-17,2026-03-17,/delta-exports-in-salesforce-b2c-commerce-cloud/,src/content/posts/delta-exports-in-salesforce-b2c-commerce-cloud/index.md,operations|exports|body-parity,Delta exports in Salesforce B2C Commerce Cloud,Delta exports in Salesforce B2C Commerce Cloud,0.924,1.000,1.000,unchanged,automated,pass,none,no-material-drift,No material reader-facing drift was detected in the critical-focused rerun.,No action required.,text_similarity=0.924; heading_similarity=1.000; code_similarity=1.000; live_code_block_count=0; local_code_block_count=0; raw_url_diff=0
RHI-CRIT-031,phase-8-critical-rerun-2026-03-17,2026-03-17,/digging-into-the-b2c-commerce-cloud-24-3-release/,src/content/posts/digging-into-the-b2c-commerce-cloud-24-3-release/index.md,release-notes|editorial-drift,Digging into the B2C Commerce Cloud 24.3 release,Digging into the B2C Commerce Cloud 24.3 release,0.970,1.000,1.000,unchanged,automated,pass,none,no-material-drift,No material reader-facing drift was detected in the critical-focused rerun.,No action required.,text_similarity=0.970; heading_similarity=1.000; code_similarity=1.000; live_code_block_count=0; local_code_block_count=0; raw_url_diff=0
RHI-CRIT-032,phase-8-critical-rerun-2026-03-17,2026-03-17,/events-and-the-golden-hoodie/,src/content/posts/events-and-the-golden-hoodie/index.md,code-light|community|longform,Events and the Golden Hoodie,Events and the Golden Hoodie,0.920,0.636,1.000,improved,automated,pass,none,no-material-drift,No material reader-facing drift was detected in the critical-focused rerun.,No action required.,text_similarity=0.920; heading_similarity=0.636; code_similarity=1.000; live_code_block_count=0; local_code_block_count=0; raw_url_diff=0
RHI-CRIT-033,phase-8-critical-rerun-2026-03-17,2026-03-17,/everything-new-in-sfcc-23-4/,src/content/posts/everything-new-in-sfcc-23-4/index.md,release-notes|plugin-slas|code-light,Everything new in Salesforce B2C Commerce Cloud 23.4,Everything new in Salesforce B2C Commerce Cloud 23.4,0.962,1.000,1.000,unchanged,automated,pass,none,no-material-drift,No material reader-facing drift was detected in the critical-focused rerun.,No action required.,text_similarity=0.962; heading_similarity=1.000; code_similarity=1.000; live_code_block_count=0; local_code_block_count=0; raw_url_diff=0
RHI-CRIT-034,phase-8-critical-rerun-2026-03-17,2026-03-17,/fetching-data-in-a-locale-with-sfcc/,src/content/posts/fetching-data-in-a-locale-with-sfcc/index.md,code-heavy|locale|scapi-placeholders,How do you fetch data in a different locale from Salesforce B2C Commerce Cloud?,Fetch Data in Another Locale with SFCC,0.921,1.000,1.000,improved,automated,pass,none,expected-title-h1-drift,The strongest remaining difference is the expected live-versus-local H1 rewrite.,No action required for the critical queue unless headline alignment is later brought back into scope.,text_similarity=0.921; heading_similarity=1.000; code_similarity=1.000; live_code_block_count=3; local_code_block_count=3; raw_url_diff=0; live_h1=How do you fetch data in a different locale from Salesforce B2C Commerce Cloud?; local_h1=Fetch Data in Another Locale with SFCC
RHI-CRIT-035,phase-8-critical-rerun-2026-03-17,2026-03-17,/field-guide-to-custom-caches-in-sfcc/,src/content/posts/field-guide-to-custom-caches-in-sfcc/index.md,code-heavy|longform,Field Guide to Custom Caches: Wielding a Double-Edged Sword,Field Guide to Custom Caches: Wielding a Double-Edged Sword,0.946,1.000,1.000,unchanged,automated,pass,none,no-material-drift,No material reader-facing drift was detected in the critical-focused rerun.,No action required.,text_similarity=0.946; heading_similarity=1.000; code_similarity=1.000; live_code_block_count=5; local_code_block_count=5; raw_url_diff=0
RHI-CRIT-036,phase-8-critical-rerun-2026-03-17,2026-03-17,/get-connected-at-salesforce-connections-2022/,src/content/posts/get-connected-at-salesforce-connections-2022/index.md,community|events|body-parity,Get connected at Salesforce Connections 2022,Get connected at Salesforce Connections 2022,0.975,0.935,1.000,unchanged,automated,pass,none,no-material-drift,No material reader-facing drift was detected in the critical-focused rerun.,No action required.,text_similarity=0.975; heading_similarity=0.935; code_similarity=1.000; live_code_block_count=0; local_code_block_count=0; raw_url_diff=0
RHI-CRIT-037,phase-8-critical-rerun-2026-03-17,2026-03-17,/getting-secured-with-the-24-5-salesforce-b2c-commerce-cloud-release/,src/content/posts/getting-secured-with-the-24-5-salesforce-b2c-commerce-cloud-release/index.md,release-notes|title-drift|security,Getting secured with the 24.5 Salesforce B2C Commerce Cloud release,What's New in the SFCC 24.5 Security Release,0.962,1.000,1.000,improved,automated,pass,none,expected-title-h1-drift,The strongest remaining difference is the expected live-versus-local H1 rewrite.,No action required for the critical queue unless headline alignment is later brought back into scope.,text_similarity=0.962; heading_similarity=1.000; code_similarity=1.000; live_code_block_count=0; local_code_block_count=0; raw_url_diff=0; live_h1=Getting secured with the 24.5 Salesforce B2C Commerce Cloud release; local_h1=What's New in the SFCC 24.5 Security Release
RHI-CRIT-038,phase-8-critical-rerun-2026-03-17,2026-03-17,/getting-to-know-sfra-as-a-developer/,src/content/posts/getting-to-know-sfra-as-a-developer/index.md,onboarding|sfra|content-insertions,Getting to know SFRA as a developer,Getting to know SFRA as a developer,0.870,1.000,1.000,improved,automated,pass,none,no-material-drift,No material reader-facing drift was detected in the critical-focused rerun.,No action required.,text_similarity=0.870; heading_similarity=1.000; code_similarity=1.000; live_code_block_count=0; local_code_block_count=0; raw_url_diff=0
RHI-CRIT-039,phase-8-critical-rerun-2026-03-17,2026-03-17,/getting-to-know-the-sfcc-24-4-release/,src/content/posts/getting-to-know-the-sfcc-24-4-release/index.md,release-notes|api-errors|header-tokens,Getting to know the SFCC 24.4 Release,Getting to know the SFCC 24.4 Release,0.953,1.000,0.970,unchanged,automated,pass,none,no-material-drift,No material reader-facing drift was detected in the critical-focused rerun.,No action required.,text_similarity=0.953; heading_similarity=1.000; code_similarity=0.970; live_code_block_count=2; local_code_block_count=2; raw_url_diff=0
RHI-CRIT-040,phase-8-critical-rerun-2026-03-17,2026-03-17,/guide-to-the-getprops-method-in-sfcc/,src/content/posts/guide-to-the-getprops-method-in-sfcc/index.md,code-heavy|jsx,A Developer’s Guide to Using the getProps Method in the PWA Kit,A Developer’s Guide to Using the getProps Method in the PWA Kit,0.939,0.867,0.974,unchanged,automated,pass,none,no-material-drift,No material reader-facing drift was detected in the critical-focused rerun.,No action required.,text_similarity=0.939; heading_similarity=0.867; code_similarity=0.974; live_code_block_count=8; local_code_block_count=8; raw_url_diff=0
RHI-CRIT-041,phase-8-critical-rerun-2026-03-17,2026-03-17,/helpful-salesforce-b2c-commerce-cloud-cartridges/,src/content/posts/helpful-salesforce-b2c-commerce-cloud-cartridges/index.md,code-light|cartridges|plugin-slas,Helpful Salesforce B2C Commerce Cloud Cartridges,Helpful Salesforce B2C Commerce Cloud Cartridges,0.909,1.000,1.000,improved,automated,pass,none,no-material-drift,No material reader-facing drift was detected in the critical-focused rerun.,No action required.,text_similarity=0.909; heading_similarity=1.000; code_similarity=1.000; live_code_block_count=0; local_code_block_count=0; raw_url_diff=0
RHI-CRIT-042,phase-8-critical-rerun-2026-03-17,2026-03-17,/helpful-salesforce-b2c-commerce-cloud-cli-tools/,src/content/posts/helpful-salesforce-b2c-commerce-cloud-cli-tools/index.md,code-light|image-light,Helpful Salesforce B2C Commerce Cloud CLI tools,Helpful Salesforce B2C Commerce Cloud CLI tools,0.932,1.000,1.000,unchanged,automated,pass,none,no-material-drift,No material reader-facing drift was detected in the critical-focused rerun.,No action required.,text_similarity=0.932; heading_similarity=1.000; code_similarity=1.000; live_code_block_count=0; local_code_block_count=0; raw_url_diff=0
RHI-CRIT-043,phase-8-critical-rerun-2026-03-17,2026-03-17,/how-to-change-the-code-compatibility-mode-in-salesforce-b2c-commerce-cloud/,src/content/posts/how-to-change-the-code-compatibility-mode-in-salesforce-b2c-commerce-cloud/index.md,code-heavy|platform-settings,How to change the code Compatibility Mode in Salesforce B2C Commerce Cloud,Change Code Compatibility Mode in SFCC,0.951,1.000,1.000,improved,automated,pass,none,expected-title-h1-drift,The strongest remaining difference is the expected live-versus-local H1 rewrite.,No action required for the critical queue unless headline alignment is later brought back into scope.,text_similarity=0.951; heading_similarity=1.000; code_similarity=1.000; live_code_block_count=2; local_code_block_count=2; raw_url_diff=0; live_h1=How to change the code Compatibility Mode in Salesforce B2C Commerce Cloud; local_h1=Change Code Compatibility Mode in SFCC
RHI-CRIT-044,phase-8-critical-rerun-2026-03-17,2026-03-17,/how-to-extend-active-data-in-salesforce-b2c-commerce-cloud/,src/content/posts/how-to-extend-active-data-in-salesforce-b2c-commerce-cloud/index.md,code-heavy|active-data|inline-tags,How to extend Active Data in Salesforce B2C Commerce Cloud,How to extend Active Data in Salesforce B2C Commerce Cloud,0.934,0.600,0.970,improved,automated,pass,none,no-material-drift,No material reader-facing drift was detected in the critical-focused rerun.,No action required.,text_similarity=0.934; heading_similarity=0.600; code_similarity=0.970; live_code_block_count=3; local_code_block_count=3; raw_url_diff=0
RHI-CRIT-045,phase-8-critical-rerun-2026-03-17,2026-03-17,/how-to-filter-jsdoc-in-storybook-autodocs/,src/content/posts/how-to-filter-jsdoc-in-storybook-autodocs/index.md,code-heavy|inline-html,How to filter JSDoc in Storybook Autodocs,How to filter JSDoc in Storybook Autodocs,0.945,1.000,0.964,unchanged,automated,pass,none,no-material-drift,No material reader-facing drift was detected in the critical-focused rerun.,No action required.,text_similarity=0.945; heading_similarity=1.000; code_similarity=0.964; live_code_block_count=5; local_code_block_count=5; raw_url_diff=0
