legacy_url,target_url,implementation_layer,published_file,target_type,status,notes
/?p=11181,/understanding-locale-fallback-in-sfcc/,none,understanding-locale-fallback-in-sfcc/index.html,html,pass,Redirect target exists as a published HTML route at understanding-locale-fallback-in-sfcc/index.html.
/?p=1124,/server-side-performance-in-sfcc/,none,server-side-performance-in-sfcc/index.html,html,pass,Redirect target exists as a published HTML route at server-side-performance-in-sfcc/index.html.
/?p=11255,/a-look-at-the-salesforce-b2c-commerce-cloud-24-2-release/,none,a-look-at-the-salesforce-b2c-commerce-cloud-24-2-release/index.html,html,pass,Redirect target exists as a published HTML route at a-look-at-the-salesforce-b2c-commerce-cloud-24-2-release/index.html.
/?p=11362,/the-attribute-fallback-system-in-sfcc/,none,the-attribute-fallback-system-in-sfcc/index.html,html,pass,Redirect target exists as a published HTML route at the-attribute-fallback-system-in-sfcc/index.html.
/?p=11566,/digging-into-the-b2c-commerce-cloud-24-3-release/,none,digging-into-the-b2c-commerce-cloud-24-3-release/index.html,html,pass,Redirect target exists as a published HTML route at digging-into-the-b2c-commerce-cloud-24-3-release/index.html.
/?p=1161,/the-move-from-on-site-to-remote/,none,the-move-from-on-site-to-remote/index.html,html,pass,Redirect target exists as a published HTML route at the-move-from-on-site-to-remote/index.html.
/?p=11627,/reflecting-on-2-years-of-blogging/,none,reflecting-on-2-years-of-blogging/index.html,html,pass,Redirect target exists as a published HTML route at reflecting-on-2-years-of-blogging/index.html.
/?p=11658,/in-the-ring-ocapi-versus-scapi/,none,in-the-ring-ocapi-versus-scapi/index.html,html,pass,Redirect target exists as a published HTML route at in-the-ring-ocapi-versus-scapi/index.html.
/?p=11710,/migrate-magento-passwords-using-argon2/,none,migrate-magento-passwords-using-argon2/index.html,html,pass,Redirect target exists as a published HTML route at migrate-magento-passwords-using-argon2/index.html.
/?p=11734,/getting-to-know-the-sfcc-24-4-release/,none,getting-to-know-the-sfcc-24-4-release/index.html,html,pass,Redirect target exists as a published HTML route at getting-to-know-the-sfcc-24-4-release/index.html.
/?p=11813,/getting-secured-with-the-24-5-salesforce-b2c-commerce-cloud-release/,none,getting-secured-with-the-24-5-salesforce-b2c-commerce-cloud-release/index.html,html,pass,Redirect target exists as a published HTML route at getting-secured-with-the-24-5-salesforce-b2c-commerce-cloud-release/index.html.
/?p=11871,/salesforce-connections-2024-and-sfcc/,none,salesforce-connections-2024-and-sfcc/index.html,html,pass,Redirect target exists as a published HTML route at salesforce-connections-2024-and-sfcc/index.html.
/?p=11960,/what-is-new-in-sfcc-24-6/,none,what-is-new-in-sfcc-24-6/index.html,html,pass,Redirect target exists as a published HTML route at what-is-new-in-sfcc-24-6/index.html.
/?p=12020,/the-latest-in-sfcc-version-24-7/,none,the-latest-in-sfcc-version-24-7/index.html,html,pass,Redirect target exists as a published HTML route at the-latest-in-sfcc-version-24-7/index.html.
/?p=1207,/lets-go-live-ecdn/,none,lets-go-live-ecdn/index.html,html,pass,Redirect target exists as a published HTML route at lets-go-live-ecdn/index.html.
/?p=12087,/it-sure-has-been-quiet-on-this-blog/,none,it-sure-has-been-quiet-on-this-blog/index.html,html,pass,Redirect target exists as a published HTML route at it-sure-has-been-quiet-on-this-blog/index.html.
/?p=12231,/caching-in-the-sfcc-composable-storefront/,none,caching-in-the-sfcc-composable-storefront/index.html,html,pass,Redirect target exists as a published HTML route at caching-in-the-sfcc-composable-storefront/index.html.
/?p=12325,/should-i-use-sfra-rest-endpoints-in-a-composable-storefront/,none,should-i-use-sfra-rest-endpoints-in-a-composable-storefront/index.html,html,pass,Redirect target exists as a published HTML route at should-i-use-sfra-rest-endpoints-in-a-composable-storefront/index.html.
/?p=12372,/the-importance-of-origin-shielding/,none,the-importance-of-origin-shielding/index.html,html,pass,Redirect target exists as a published HTML route at the-importance-of-origin-shielding/index.html.
/?p=12435,/swc-and-storybook-error-failed-to-load-native-binding/,none,swc-and-storybook-error-failed-to-load-native-binding/index.html,html,pass,Redirect target exists as a published HTML route at swc-and-storybook-error-failed-to-load-native-binding/index.html.
/?p=12459,/sfcc-introduction/,none,sfcc-introduction/index.html,html,pass,Redirect target exists as a published HTML route at sfcc-introduction/index.html.
/?p=12535,/third-party-api-caching-in-commerce-cloud/,none,third-party-api-caching-in-commerce-cloud/index.html,html,pass,Redirect target exists as a published HTML route at third-party-api-caching-in-commerce-cloud/index.html.
/?p=1265,/certifications-for-salesforce-b2c-commerce-cloud/,none,certifications-for-salesforce-b2c-commerce-cloud/index.html,html,pass,Redirect target exists as a published HTML route at certifications-for-salesforce-b2c-commerce-cloud/index.html.
/?p=12739,/storefront-protection-in-the-pwa-kit/,none,storefront-protection-in-the-pwa-kit/index.html,html,pass,Redirect target exists as a published HTML route at storefront-protection-in-the-pwa-kit/index.html.
/?p=12775,/sending-emails-from-sfcc/,none,sending-emails-from-sfcc/index.html,html,pass,Redirect target exists as a published HTML route at sending-emails-from-sfcc/index.html.
/?p=12891,/local-vs-shared-variation-attributes-sfcc/,none,local-vs-shared-variation-attributes-sfcc/index.html,html,pass,Redirect target exists as a published HTML route at local-vs-shared-variation-attributes-sfcc/index.html.
/?p=12947,/mastering-sitemaps-in-sfcc/,none,mastering-sitemaps-in-sfcc/index.html,html,pass,Redirect target exists as a published HTML route at mastering-sitemaps-in-sfcc/index.html.
/?p=12990,/lag-to-riches-a-pwa-kit-developers-guide/,none,lag-to-riches-a-pwa-kit-developers-guide/index.html,html,pass,Redirect target exists as a published HTML route at lag-to-riches-a-pwa-kit-developers-guide/index.html.
/?p=1307,/salesforce-b2c-commerce-the-22-5-release/,none,salesforce-b2c-commerce-the-22-5-release/index.html,html,pass,Redirect target exists as a published HTML route at salesforce-b2c-commerce-the-22-5-release/index.html.
/?p=13098,/ai-wont-steal-your-sfcc-job-but-a-developer-using-ai-will/,none,ai-wont-steal-your-sfcc-job-but-a-developer-using-ai-will/index.html,html,pass,Redirect target exists as a published HTML route at ai-wont-steal-your-sfcc-job-but-a-developer-using-ai-will/index.html.
/?p=13242,/image-ine-sfcc-dis-for-developers/,none,image-ine-sfcc-dis-for-developers/index.html,html,pass,Redirect target exists as a published HTML route at image-ine-sfcc-dis-for-developers/index.html.
/?p=133,/pdf-and-salesforce-commerce-cloud-b2c/,none,pdf-and-salesforce-commerce-cloud-b2c/index.html,html,pass,Redirect target exists as a published HTML route at pdf-and-salesforce-commerce-cloud-b2c/index.html.
/?p=13311,/the-sfcc-guide-to-finding-pod-numbers/,none,the-sfcc-guide-to-finding-pod-numbers/index.html,html,pass,Redirect target exists as a published HTML route at the-sfcc-guide-to-finding-pod-numbers/index.html.
/?p=13328,/field-guide-to-custom-caches-in-sfcc/,none,field-guide-to-custom-caches-in-sfcc/index.html,html,pass,Redirect target exists as a published HTML route at field-guide-to-custom-caches-in-sfcc/index.html.
/?p=13525,/taming-the-beast-a-developers-deep-dive-into-sfcc-meta-tag-rules/,none,taming-the-beast-a-developers-deep-dive-into-sfcc-meta-tag-rules/index.html,html,pass,Redirect target exists as a published HTML route at taming-the-beast-a-developers-deep-dive-into-sfcc-meta-tag-rules/index.html.
/?p=13621,/kickstart-guide-for-new-sfcc-developers/,none,kickstart-guide-for-new-sfcc-developers/index.html,html,pass,Redirect target exists as a published HTML route at kickstart-guide-for-new-sfcc-developers/index.html.
/?p=13802,/a-dev-guide-to-combating-fraud-on-sfcc/,none,a-dev-guide-to-combating-fraud-on-sfcc/index.html,html,pass,Redirect target exists as a published HTML route at a-dev-guide-to-combating-fraud-on-sfcc/index.html.
/?p=1389,/sitegenesis-vs-sfra-vs-pwa/,none,sitegenesis-vs-sfra-vs-pwa/index.html,html,pass,Redirect target exists as a published HTML route at sitegenesis-vs-sfra-vs-pwa/index.html.
/?p=14004,/a-survival-guide-to-sfcc-platform-limits/,none,a-survival-guide-to-sfcc-platform-limits/index.html,html,pass,Redirect target exists as a published HTML route at a-survival-guide-to-sfcc-platform-limits/index.html.
/?p=14050,/real-time-inventory-checks-in-sfcc/,none,real-time-inventory-checks-in-sfcc/index.html,html,pass,Redirect target exists as a published HTML route at real-time-inventory-checks-in-sfcc/index.html.
/?p=14142,/your-definitive-mobile-app-checklist/,none,your-definitive-mobile-app-checklist/index.html,html,pass,Redirect target exists as a published HTML route at your-definitive-mobile-app-checklist/index.html.
/?p=14159,/the-realm-split-field-guide-to-migrating-an-sfcc-site/,none,the-realm-split-field-guide-to-migrating-an-sfcc-site/index.html,html,pass,Redirect target exists as a published HTML route at the-realm-split-field-guide-to-migrating-an-sfcc-site/index.html.
/?p=1551,/secure-coding-in-salesforce-b2c-commerce-cloud/,none,secure-coding-in-salesforce-b2c-commerce-cloud/index.html,html,pass,Redirect target exists as a published HTML route at secure-coding-in-salesforce-b2c-commerce-cloud/index.html.
/?p=1631,/should-i-get-javascript-developer-i-certified/,none,should-i-get-javascript-developer-i-certified/index.html,html,pass,Redirect target exists as a published HTML route at should-i-get-javascript-developer-i-certified/index.html.
/?p=1678,/community-repositories/,none,community-repositories/index.html,html,pass,Redirect target exists as a published HTML route at community-repositories/index.html.
/?p=1869,/podcasts-for-salesforce-b2c-commerce-cloud/,none,podcasts-for-salesforce-b2c-commerce-cloud/index.html,html,pass,Redirect target exists as a published HTML route at podcasts-for-salesforce-b2c-commerce-cloud/index.html.
/?p=1894,/salesforce-b2c-commerce-the-22-6-release/,none,salesforce-b2c-commerce-the-22-6-release/index.html,html,pass,Redirect target exists as a published HTML route at salesforce-b2c-commerce-the-22-6-release/index.html.
/?p=1931,/what-is-oci-omnichannel-inventory/,none,what-is-oci-omnichannel-inventory/index.html,html,pass,Redirect target exists as a published HTML route at what-is-oci-omnichannel-inventory/index.html.
/?p=2082,/office-hours-for-salesforce-b2c-commerce-cloud/,none,office-hours-for-salesforce-b2c-commerce-cloud/index.html,html,pass,Redirect target exists as a published HTML route at office-hours-for-salesforce-b2c-commerce-cloud/index.html.
/?p=2104,/the-journey-from-developer-to-architect/,none,the-journey-from-developer-to-architect/index.html,html,pass,Redirect target exists as a published HTML route at the-journey-from-developer-to-architect/index.html.
/?p=2253,/three-things-to-secure-sfcc/,none,three-things-to-secure-sfcc/index.html,html,pass,Redirect target exists as a published HTML route at three-things-to-secure-sfcc/index.html.
/?p=2265,/how-to-use-ocapi-scapi-hooks/,none,how-to-use-ocapi-scapi-hooks/index.html,html,pass,Redirect target exists as a published HTML route at how-to-use-ocapi-scapi-hooks/index.html.
/?p=2358,/salesforce-b2c-commerce-cloud-the-22-7-release/,none,salesforce-b2c-commerce-cloud-the-22-7-release/index.html,html,pass,Redirect target exists as a published HTML route at salesforce-b2c-commerce-cloud-the-22-7-release/index.html.
/?p=2517,/lets-go-live-seo/,none,lets-go-live-seo/index.html,html,pass,Redirect target exists as a published HTML route at lets-go-live-seo/index.html.
/?p=2688,/non-technical-sfcc-certifications/,none,non-technical-sfcc-certifications/index.html,html,pass,Redirect target exists as a published HTML route at non-technical-sfcc-certifications/index.html.
/?p=2770,/creating-custom-ocapi-endpoints/,none,creating-custom-ocapi-endpoints/index.html,html,pass,Redirect target exists as a published HTML route at creating-custom-ocapi-endpoints/index.html.
/?p=2942,/salesforce-b2c-commerce-cloud-22-8/,none,salesforce-b2c-commerce-cloud-22-8/index.html,html,pass,Redirect target exists as a published HTML route at salesforce-b2c-commerce-cloud-22-8/index.html.
/?p=2978,/how-to-get-salesforce-certification-vouchers/,none,how-to-get-salesforce-certification-vouchers/index.html,html,pass,Redirect target exists as a published HTML route at how-to-get-salesforce-certification-vouchers/index.html.
/?p=3,/privacy-policy/,none,privacy-policy/index.html,html,pass,Redirect target exists as a published HTML route at privacy-policy/index.html.
/?p=3042,/custom-ttf-fonts-in-pdf-for-sfcc/,none,custom-ttf-fonts-in-pdf-for-sfcc/index.html,html,pass,Redirect target exists as a published HTML route at custom-ttf-fonts-in-pdf-for-sfcc/index.html.
/?p=3433,/caching-rest-apis-in-sfcc/,none,caching-rest-apis-in-sfcc/index.html,html,pass,Redirect target exists as a published HTML route at caching-rest-apis-in-sfcc/index.html.
/?p=352,/archive/,none,archive/index.html,html,pass,Redirect target exists as a published HTML route at archive/index.html.
/?p=3641,/what-is-the-ocapi-session-bridge/,none,what-is-the-ocapi-session-bridge/index.html,html,pass,Redirect target exists as a published HTML route at what-is-the-ocapi-session-bridge/index.html.
/?p=365,/ideas/,none,ideas/index.html,html,pass,Redirect target exists as a published HTML route at ideas/index.html.
/?p=3712,/salesforce-b2c-commerce-cloud-customer-erd/,none,salesforce-b2c-commerce-cloud-customer-erd/index.html,html,pass,Redirect target exists as a published HTML route at salesforce-b2c-commerce-cloud-customer-erd/index.html.
/?p=3806,/salesforce-b2c-commerce-cloud-content-erd/,none,salesforce-b2c-commerce-cloud-content-erd/index.html,html,pass,Redirect target exists as a published HTML route at salesforce-b2c-commerce-cloud-content-erd/index.html.
/?p=3837,/sfcc-basket-order-erd/,none,sfcc-basket-order-erd/index.html,html,pass,Redirect target exists as a published HTML route at sfcc-basket-order-erd/index.html.
/?p=3895,/lets-go-live-customer-migration/,none,lets-go-live-customer-migration/index.html,html,pass,Redirect target exists as a published HTML route at lets-go-live-customer-migration/index.html.
/?p=4274,/the-salesforce-b2c-commerce-cloud-environment/,none,the-salesforce-b2c-commerce-cloud-environment/index.html,html,pass,Redirect target exists as a published HTML route at the-salesforce-b2c-commerce-cloud-environment/index.html.
/?p=431,/mail-attachments-in-b2c-commerce-cloud/,none,mail-attachments-in-b2c-commerce-cloud/index.html,html,pass,Redirect target exists as a published HTML route at mail-attachments-in-b2c-commerce-cloud/index.html.
/?p=4455,/20-years-of-dreamforce/,none,20-years-of-dreamforce/index.html,html,pass,Redirect target exists as a published HTML route at 20-years-of-dreamforce/index.html.
/?p=4596,/the-deprecation-of-the-uuid-token-for-api-clients/,none,the-deprecation-of-the-uuid-token-for-api-clients/index.html,html,pass,Redirect target exists as a published HTML route at the-deprecation-of-the-uuid-token-for-api-clients/index.html.
/?p=4795,/connecting-the-clouds-wedding-or-funeral/,none,connecting-the-clouds-wedding-or-funeral/index.html,html,pass,Redirect target exists as a published HTML route at connecting-the-clouds-wedding-or-funeral/index.html.
/?p=4801,/me-myself-and-headless-a-composable-commerce-cloud-story/,none,me-myself-and-headless-a-composable-commerce-cloud-story/index.html,html,pass,Redirect target exists as a published HTML route at me-myself-and-headless-a-composable-commerce-cloud-story/index.html.
/?p=4827,/the-path-to-being-an-architect/,none,the-path-to-being-an-architect/index.html,html,pass,Redirect target exists as a published HTML route at the-path-to-being-an-architect/index.html.
/?p=4836,/headless/,none,headless/index.html,html,pass,Redirect target exists as a published HTML route at headless/index.html.
/?p=4854,/life-with-goldie/,none,life-with-goldie/index.html,html,pass,Redirect target exists as a published HTML route at life-with-goldie/index.html.
/?p=4863,/inside-the-ohana/,none,inside-the-ohana/index.html,html,pass,Redirect target exists as a published HTML route at inside-the-ohana/index.html.
/?p=5072,/what-is-commerce-on-core/,none,what-is-commerce-on-core/index.html,html,pass,Redirect target exists as a published HTML route at what-is-commerce-on-core/index.html.
/?p=528,/how-to-get-a-salesforce-b2c-commerce-cloud-sandbox/,none,how-to-get-a-salesforce-b2c-commerce-cloud-sandbox/index.html,html,pass,Redirect target exists as a published HTML route at how-to-get-a-salesforce-b2c-commerce-cloud-sandbox/index.html.
/?p=5302,/salesforce-b2c-commerce-cloud-october-updates/,none,salesforce-b2c-commerce-cloud-october-updates/index.html,html,pass,Redirect target exists as a published HTML route at salesforce-b2c-commerce-cloud-october-updates/index.html.
/?p=5406,/salesforce-b2c-commerce-cloud-governance-and-quotas/,none,salesforce-b2c-commerce-cloud-governance-and-quotas/index.html,html,pass,Redirect target exists as a published HTML route at salesforce-b2c-commerce-cloud-governance-and-quotas/index.html.
/?p=567,/b2c-commerce-whats-new-in-the-22-3-release/,none,b2c-commerce-whats-new-in-the-22-3-release/index.html,html,pass,Redirect target exists as a published HTML route at b2c-commerce-whats-new-in-the-22-3-release/index.html.
/?p=6122,/what-is-the-sfcc-managed-runtime/,none,what-is-the-sfcc-managed-runtime/index.html,html,pass,Redirect target exists as a published HTML route at what-is-the-sfcc-managed-runtime/index.html.
/?p=617,/slas-in-sfra-or-sitegenesis/,none,slas-in-sfra-or-sitegenesis/index.html,html,pass,Redirect target exists as a published HTML route at slas-in-sfra-or-sitegenesis/index.html.
/?p=6217,/what-skills-do-i-need-as-a-sfcc-architect/,none,what-skills-do-i-need-as-a-sfcc-architect/index.html,html,pass,Redirect target exists as a published HTML route at what-skills-do-i-need-as-a-sfcc-architect/index.html.
/?p=6248,/what-can-i-use-chatgpt-for-when-working-with-salesforce/,none,what-can-i-use-chatgpt-for-when-working-with-salesforce/index.html,html,pass,Redirect target exists as a published HTML route at what-can-i-use-chatgpt-for-when-working-with-salesforce/index.html.
/?p=6325,/simplifying-the-salesforce-order-of-execution/,none,simplifying-the-salesforce-order-of-execution/index.html,html,pass,Redirect target exists as a published HTML route at simplifying-the-salesforce-order-of-execution/index.html.
/?p=6585,/how-to-load-client-side-javascript-and-css-in-sfra/,none,how-to-load-client-side-javascript-and-css-in-sfra/index.html,html,pass,Redirect target exists as a published HTML route at how-to-load-client-side-javascript-and-css-in-sfra/index.html.
/?p=664,/b2c-commerce-whats-new-in-22-4/,none,b2c-commerce-whats-new-in-22-4/index.html,html,pass,Redirect target exists as a published HTML route at b2c-commerce-whats-new-in-22-4/index.html.
/?p=6686,/the-move-from-sitegenesis-and-sfra-to-the-composable-storefront-as-a-developer/,none,the-move-from-sitegenesis-and-sfra-to-the-composable-storefront-as-a-developer/index.html,html,pass,Redirect target exists as a published HTML route at the-move-from-sitegenesis-and-sfra-to-the-composable-storefront-as-a-developer/index.html.
/?p=6708,/where-to-start-when-you-are-new-to-salesforce-b2c-commerce-cloud-development/,none,where-to-start-when-you-are-new-to-salesforce-b2c-commerce-cloud-development/index.html,html,pass,Redirect target exists as a published HTML route at where-to-start-when-you-are-new-to-salesforce-b2c-commerce-cloud-development/index.html.
/?p=68,/about/,none,about/index.html,html,pass,Redirect target exists as a published HTML route at about/index.html.
/?p=6992,/life-is-about-choices/,none,life-is-about-choices/index.html,html,pass,Redirect target exists as a published HTML route at life-is-about-choices/index.html.
/?p=705,/helpful-salesforce-b2c-commerce-cloud-cli-tools/,none,helpful-salesforce-b2c-commerce-cloud-cli-tools/index.html,html,pass,Redirect target exists as a published HTML route at helpful-salesforce-b2c-commerce-cloud-cli-tools/index.html.
/?p=7399,/ai-automation-to-augmentation-at-work/,none,ai-automation-to-augmentation-at-work/index.html,html,pass,Redirect target exists as a published HTML route at ai-automation-to-augmentation-at-work/index.html.
/?p=7485,/salesforce-b2c-commerce-cloud-erd/,none,salesforce-b2c-commerce-cloud-erd/index.html,html,pass,Redirect target exists as a published HTML route at salesforce-b2c-commerce-cloud-erd/index.html.
/?p=7569,/salesforce-payments-experience-explained/,none,salesforce-payments-experience-explained/index.html,html,pass,Redirect target exists as a published HTML route at salesforce-payments-experience-explained/index.html.
/?p=7774,/a-new-day-for-commerce-recap/,none,a-new-day-for-commerce-recap/index.html,html,pass,Redirect target exists as a published HTML route at a-new-day-for-commerce-recap/index.html.
/?p=7979,/understanding-sfcc-instances/,none,understanding-sfcc-instances/index.html,html,pass,Redirect target exists as a published HTML route at understanding-sfcc-instances/index.html.
/?p=805,/salesforce-b2c-commerce-cloud-documentation/,none,salesforce-b2c-commerce-cloud-documentation/index.html,html,pass,Redirect target exists as a published HTML route at salesforce-b2c-commerce-cloud-documentation/index.html.
/?p=8465,/the-b2c-commerce-architect-certification/,none,the-b2c-commerce-architect-certification/index.html,html,pass,Redirect target exists as a published HTML route at the-b2c-commerce-architect-certification/index.html.
/?p=8698,/a-beginners-guide-to-webdav-in-sfcc/,none,a-beginners-guide-to-webdav-in-sfcc/index.html,html,pass,Redirect target exists as a published HTML route at a-beginners-guide-to-webdav-in-sfcc/index.html.
/?p=8853,/guide-to-the-getprops-method-in-sfcc/,none,guide-to-the-getprops-method-in-sfcc/index.html,html,pass,Redirect target exists as a published HTML route at guide-to-the-getprops-method-in-sfcc/index.html.
/?p=896,/commerce-cloud-t-shirts-on-shirtforce/,none,commerce-cloud-t-shirts-on-shirtforce/index.html,html,pass,Redirect target exists as a published HTML route at commerce-cloud-t-shirts-on-shirtforce/index.html.
/?p=9054,/a-look-at-the-salesforce-b2c-commerce-cloud-23-6-release/,none,a-look-at-the-salesforce-b2c-commerce-cloud-23-6-release/index.html,html,pass,Redirect target exists as a published HTML route at a-look-at-the-salesforce-b2c-commerce-cloud-23-6-release/index.html.
/?p=9446,/can-a-isslot-element-have-a-dynamic-id/,none,can-a-isslot-element-have-a-dynamic-id/index.html,html,pass,Redirect target exists as a published HTML route at can-a-isslot-element-have-a-dynamic-id/index.html.
/?p=9476,/where-is-the-new-sfcc-documentation/,none,where-is-the-new-sfcc-documentation/index.html,html,pass,Redirect target exists as a published HTML route at where-is-the-new-sfcc-documentation/index.html.
/?p=9611,/ai-as-an-architect-and-content-creator/,none,ai-as-an-architect-and-content-creator/index.html,html,pass,Redirect target exists as a published HTML route at ai-as-an-architect-and-content-creator/index.html.
/?p=972,/getting-to-know-sfra-as-a-developer/,none,getting-to-know-sfra-as-a-developer/index.html,html,pass,Redirect target exists as a published HTML route at getting-to-know-sfra-as-a-developer/index.html.
/?p=9752,/how-to-filter-jsdoc-in-storybook-autodocs/,none,how-to-filter-jsdoc-in-storybook-autodocs/index.html,html,pass,Redirect target exists as a published HTML route at how-to-filter-jsdoc-in-storybook-autodocs/index.html.
/?p=9935,/a-look-at-the-23-9-commerce-cloud-release/,none,a-look-at-the-23-9-commerce-cloud-release/index.html,html,pass,Redirect target exists as a published HTML route at a-look-at-the-23-9-commerce-cloud-release/index.html.
/category/external/forward/,/category/external/,pages-static,category/external/index.html,html,pass,Redirect target exists as a published HTML route at category/external/index.html.
/category/external/linkedin/,/category/linkedin/,pages-static,category/linkedin/index.html,html,pass,Redirect target exists as a published HTML route at category/linkedin/index.html.
/category/external/salesforce-architects-blog/,/category/salesforce-architects-blog/,pages-static,category/salesforce-architects-blog/index.html,html,pass,Redirect target exists as a published HTML route at category/salesforce-architects-blog/index.html.
/category/external/salesforce-ben/,/category/salesforce-ben/,pages-static,category/salesforce-ben/index.html,html,pass,Redirect target exists as a published HTML route at category/salesforce-ben/index.html.
/category/salesforce-commerce-cloud/ai/,/category/ai/,pages-static,category/ai/index.html,html,pass,Redirect target exists as a published HTML route at category/ai/index.html.
/category/salesforce-commerce-cloud/architecture/,/category/architecture/,pages-static,category/architecture/index.html,html,pass,Redirect target exists as a published HTML route at category/architecture/index.html.
/category/salesforce-commerce-cloud/documentation/,/category/salesforce-commerce-cloud/,pages-static,category/salesforce-commerce-cloud/index.html,html,pass,Redirect target exists as a published HTML route at category/salesforce-commerce-cloud/index.html.
/category/salesforce-commerce-cloud/erd/,/category/erd/,pages-static,category/erd/index.html,html,pass,Redirect target exists as a published HTML route at category/erd/index.html.
/category/salesforce-commerce-cloud/go-live/,/category/go-live/,pages-static,category/go-live/index.html,html,pass,Redirect target exists as a published HTML route at category/go-live/index.html.
/category/salesforce-commerce-cloud/release-notes/,/category/release-notes/,pages-static,category/release-notes/index.html,html,pass,Redirect target exists as a published HTML route at category/release-notes/index.html.
/category/salesforce-commerce-cloud/technical/,/category/technical/,pages-static,category/technical/index.html,html,pass,Redirect target exists as a published HTML route at category/technical/index.html.
/category/video/podcasts/,/category/podcasts/,pages-static,category/podcasts/index.html,html,pass,Redirect target exists as a published HTML route at category/podcasts/index.html.
/category/video/sessions/,/category/sessions/,pages-static,category/sessions/index.html,html,pass,Redirect target exists as a published HTML route at category/sessions/index.html.
/delta-exports-in-salesforce-b2c-commerce/,/delta-exports-in-salesforce-b2c-commerce-cloud/,pages-static,delta-exports-in-salesforce-b2c-commerce-cloud/index.html,html,pass,Redirect target exists as a published HTML route at delta-exports-in-salesforce-b2c-commerce-cloud/index.html.
/feed/atom/,/feed/,pages-static,feed/index.html,html,pass,Redirect target exists as a published HTML route at feed/index.html.
/feed/rss/,/feed/,pages-static,feed/index.html,html,pass,Redirect target exists as a published HTML route at feed/index.html.
/how-to-set-up-the-ecdn-for-staging-in-salesforce-b2c-commerce-cloud/,/how-to-set-up-the-ecdn-in-sfcc-staging/,pages-static,how-to-set-up-the-ecdn-in-sfcc-staging/index.html,html,pass,Redirect target exists as a published HTML route at how-to-set-up-the-ecdn-in-sfcc-staging/index.html.
/rss/,/feed/,pages-static,feed/index.html,html,pass,Redirect target exists as a published HTML route at feed/index.html.
