page_url,image_src,occurrence_index,original_alt,corrected_alt,source_file,status
/how-to-set-up-slas-for-the-composable-storefront/,/media/2023/slas-rights-account-manager-dfaa6aa6b8.jpg,1,,Account Manager role scopes required for SLAS administration.,migration/output/content/posts/how-to-set-up-slas-for-the-composable-storefront.md,applied
/how-to-set-up-slas-for-the-composable-storefront/,/media/2023/slas-admin-welcome-ui-bbc3ad8da9.jpg,1,,SLAS Admin UI welcome page after a successful sign-in.,migration/output/content/posts/how-to-set-up-slas-for-the-composable-storefront.md,applied
/how-to-set-up-slas-for-the-composable-storefront/,/media/2023/slas-admin-add-client-c488a4b6e3.jpg,1,,Client list in the SLAS Admin UI.,migration/output/content/posts/how-to-set-up-slas-for-the-composable-storefront.md,applied
/how-to-set-up-slas-for-the-composable-storefront/,/media/2023/slas-admin-ui-new-client-pwa-kit-c70f8d1fd1.jpg,1,,New client form for a PWA Kit SLAS application.,migration/output/content/posts/how-to-set-up-slas-for-the-composable-storefront.md,applied
/how-to-set-up-slas-for-the-composable-storefront/,/media/2023/typo-in-scopes-3b0626d7b7.png,1,,Scope list showing the missing space in the default shopper scopes.,migration/output/content/posts/how-to-set-up-slas-for-the-composable-storefront.md,applied
/how-to-set-up-slas-for-the-composable-storefront/,/media/2022/pwa-kit-03394b0f92.png,1,,Composable Storefront homepage after the starter app launches.,migration/output/content/posts/how-to-set-up-slas-for-the-composable-storefront.md,applied
/how-to-set-up-the-ecdn-in-sfcc-staging/,/media/2023/commerce-cloud-api-client-roles-1a338d1f61.jpg,1,"A screenshot of the Account Manager where the ""Salesforce Commerce API"" role is assigned with the staging environment filter.",Account Manager roles screen with the Salesforce Commerce API role enabled for staging.,migration/output/content/posts/how-to-set-up-the-ecdn-in-sfcc-staging.md,applied
/how-to-set-up-the-ecdn-in-sfcc-staging/,/media/2023/salesforce-commerce-api-settings-be8d59fe5b.jpg,1,"A screenshot of the Business Manager ""Salesforce Commerce API Settings"" screen showing the Short Code and Organization ID needed for the staging ecdn.",Salesforce Commerce API Settings screen with the short code and organization ID for staging.,migration/output/content/posts/how-to-set-up-the-ecdn-in-sfcc-staging.md,applied
/how-to-setup-oauth-jwt-for-the-ocapi/,/media/2022/account-manager-set-up-jwt-c2ed29ddca.jpg,1,,Account Manager client configuration for private_key_jwt authentication.,migration/output/content/posts/how-to-setup-oauth-jwt-for-the-ocapi.md,applied
/how-to-setup-oauth-jwt-for-the-ocapi/,/media/2022/jwt-visualized-74d5a59116.jpg,1,,"Diagram showing the header, payload, and signature parts of a JWT.",migration/output/content/posts/how-to-setup-oauth-jwt-for-the-ocapi.md,applied
/how-to-setup-oauth-jwt-for-the-ocapi/,/media/2022/postman-authentication-ocapi-d973adb2eb.jpg,1,,Postman request configured for OCAPI JWT authentication.,migration/output/content/posts/how-to-setup-oauth-jwt-for-the-ocapi.md,applied
/lag-to-riches-a-pwa-kit-developers-guide/,/media/2025/core-web-vitals-visualised-e1750704059141-9cbbc8c421.jpg,1,"""A three-panel cartoon showing a website mascot experiencing performance issues. First, labeled 'Slow LCP', the mascot strains to lift a heavy image. Second, labeled 'High INP', the mascot is frozen in a block of ice, unresponsive to a user's click. Third, labeled 'High CLS', the mascot is knocked over by a falling ad block that displaces a button.","Three-panel illustration of Slow LCP, High INP, and High CLS problems.",migration/output/content/posts/lag-to-riches-a-pwa-kit-developers-guide.md,applied
/lets-go-live-ecdn/,/media/2022/ecdn-overview-fea46a41af.png,1,"A screenshot of the eCDN configuration in the BM for the ""my-domain.com"" website.",Embedded CDN settings for the my-domain.com storefront.,migration/output/content/posts/lets-go-live-ecdn.md,applied
/lets-go-live-ecdn/,/media/2022/add-dns-record-domain-com-245d883c43.jpg,1,,DNS record editor for the vanity domain.,migration/output/content/posts/lets-go-live-ecdn.md,applied
/lets-go-live-ecdn/,/media/2022/ecdn-add-hostname-719cd44c57.png,1,,Add Hostname action in Embedded CDN Settings.,migration/output/content/posts/lets-go-live-ecdn.md,applied
/lets-go-live-ecdn/,/media/2022/ecdn-add-hostname-second-step-1cfd425363.png,1,,Create Zone dialog for the selected hostname.,migration/output/content/posts/lets-go-live-ecdn.md,applied
/lets-go-live-ecdn/,/media/2022/ecdn-verification-needed-4d10fff1bf.png,1,,Hostname row marked as verification needed.,migration/output/content/posts/lets-go-live-ecdn.md,applied
/lets-go-live-ecdn/,/media/2022/ecdn-verification-needed-step2-7bd0bfea95.png,1,,Verification details with the required TXT record value.,migration/output/content/posts/lets-go-live-ecdn.md,applied
/lets-go-live-ecdn/,/media/2022/ecdn-overview-fea46a41af.png,2,"A screenshot of the eCDN configuration in the BM for the ""my-domain.com"" website.",eCDN overview screen for a configured storefront domain.,migration/output/content/posts/lets-go-live-ecdn.md,applied
/lets-go-live-ecdn/,/media/2022/ecdn-crypto-settings-b5ebdefdd6.png,1,,TLS and certificate controls for the embedded CDN.,migration/output/content/posts/lets-go-live-ecdn.md,applied
/lets-go-live-ecdn/,/media/2022/ecdn-upload-certificate-2447fc3d76.png,1,,Certificate upload form for the embedded CDN.,migration/output/content/posts/lets-go-live-ecdn.md,applied
/lets-go-live-ecdn/,/media/2022/ecdn-firewall-settings-ee94d7af54.png,1,,Firewall settings for security level and trusted IPs.,migration/output/content/posts/lets-go-live-ecdn.md,applied
/lets-go-live-ecdn/,/media/2022/ecdn-waf-settings-3ec4c7f73e.png,1,,"Cloudflare Speed tab with Auto Minify for HTML, CSS, and JavaScript plus Polish enabled.",migration/output/content/posts/lets-go-live-ecdn.md,applied
/lets-go-live-ecdn/,/media/2022/ecdn-speed-settings-cccba25f5e.png,1,,eCDN Speed panel showing Auto Minify and Polish options for the storefront.,migration/output/content/posts/lets-go-live-ecdn.md,applied
/lets-go-live-ecdn/,/media/2022/ecdn-customize-settings-87c4ccf54c.png,1,,Custom error page settings for the embedded CDN.,migration/output/content/posts/lets-go-live-ecdn.md,applied
/mail-attachments-in-b2c-commerce-cloud/,/media/2022/api-jsstringlength-6ae1560d95.png,1,A screenshot of the quota limit surround string length in Salesforce Commerce CLoud.,Quota documentation showing the JavaScript string-length limit in Salesforce Commerce Cloud.,migration/output/content/posts/mail-attachments-in-b2c-commerce-cloud.md,applied
/mastering-sitemaps-in-sfcc/,/media/2025/sitemap-business-manager-sfcc-1e208116dd.jpg,1,A screenshot of the Sitemap Settings in Merchant tools in Salesforce B2C Commerce Cloud,Sitemap settings panel in Business Manager.,migration/output/content/posts/mastering-sitemaps-in-sfcc.md,applied
/mastering-sitemaps-in-sfcc/,/media/2025/sitemap-business-manager-job-13ba1762a2.jpg,1,"Screenshot of the ""Job"" tab in Sitemap configuration in the Business Manager",Job tab for scheduling sitemap generation in Business Manager.,migration/output/content/posts/mastering-sitemaps-in-sfcc.md,applied
/salesforce-b2c-commerce-cloud-documentation/,/media/2022/5b7a39ea-b9bc-486b-9ca3-c77ab5a306b1-e1653998526739-e73418c862.jpeg,1,,Partner Learning Camp dashboard used to introduce the partner-only training track.,migration/output/content/posts/salesforce-b2c-commerce-cloud-documentation.md,applied
/salesforce-b2c-commerce-cloud-governance-and-quotas/,/media/2022/sfcc-enforced-quota-a495bb4270.jpg,1,,Quota Status screen showing an enforced quota in Business Manager.,migration/output/content/posts/salesforce-b2c-commerce-cloud-governance-and-quotas.md,applied
/salesforce-b2c-commerce-cloud-governance-and-quotas/,/media/2022/but-why-91f791a77c.jpg,1,,Illustration reacting to the frustration of hitting a platform quota.,migration/output/content/posts/salesforce-b2c-commerce-cloud-governance-and-quotas.md,applied
/salesforce-b2c-commerce-cloud-governance-and-quotas/,/media/2022/sfcc-quota-alerts-7f9e795d58.jpg,1,,Quota alert subscription settings in Business Manager.,migration/output/content/posts/salesforce-b2c-commerce-cloud-governance-and-quotas.md,applied
/salesforce-b2c-commerce-cloud-governance-and-quotas/,/media/2022/duke-cleaning-up-garbage-7e114dc018.jpg,1,,Duke mascot illustration used to introduce garbage collection.,migration/output/content/posts/salesforce-b2c-commerce-cloud-governance-and-quotas.md,applied
/salesforce-b2c-commerce-cloud-governance-and-quotas/,/media/2023/img-0054-72b5b079a0.jpeg,1,"A screenshot of Slack with the following text “ @GPThomas 6 (Theunen) Not sure it's documented anywhere, but mentioned here https://sfcc-unofficial.slack.com/archives/CBB7YAAHW/p1675440396900169?thread_ts=1675380576.825429&cid=CBB7YAAHW. From experience we for sure were facing the same but for same session id BHV_REQUEST_TOO_MANY_REQUESTS_WITH_SAME_SESSION_ID (10 concurrent requests by default)”",Slack note documenting the per-session OCAPI parallel-request limit.,migration/output/content/posts/salesforce-b2c-commerce-cloud-governance-and-quotas.md,applied
/salesforce-b2c-commerce-the-22-6-release/,/media/2022/22-6-release-einstein-dashboards-722f4cbace.png,1,,Einstein dashboard view for drilling into a single recommender.,migration/output/content/posts/salesforce-b2c-commerce-the-22-6-release.md,applied
/salesforce-b2c-commerce-the-22-6-release/,/media/2022/einstein-dashoards-addtocarts-sfcc-9c9a2f3595.png,1,A screenshot of the Einstein Dashboards depicting the information of a specific product and its statistics.,Einstein dashboard showing product-level recommendation statistics.,migration/output/content/posts/salesforce-b2c-commerce-the-22-6-release.md,applied
/salesforce-b2c-commerce-the-22-6-release/,/media/2022/access-key-management-ocapi-726096138d.png,1,A screenshot depicting the new APIs under the user DATA OCAPI endpoints.,User Data OCAPI endpoints for access key management.,migration/output/content/posts/salesforce-b2c-commerce-the-22-6-release.md,applied
/salesforce-b2c-commerce-the-22-6-release/,/media/2022/eps-logo-austria-8764a70156.png,1,,EPS payment method logo for Austrian bank transfers.,migration/output/content/posts/salesforce-b2c-commerce-the-22-6-release.md,applied
/salesforce-b2c-commerce-the-22-6-release/,/media/2022/troubleshoot-storefront-errors-logcenter-66dfbbe9b6.png,1,,Log Center filter for storefront implementation errors.,migration/output/content/posts/salesforce-b2c-commerce-the-22-6-release.md,applied
/secure-coding-in-salesforce-b2c-commerce-cloud/,/media/2022/mfa-1-6649345f2c.jpg,1,,Account Manager multi-factor authentication setup screen.,migration/output/content/posts/secure-coding-in-salesforce-b2c-commerce-cloud.md,applied
/secure-coding-in-salesforce-b2c-commerce-cloud/,/media/2022/npm-audit-ab1e401b03.png,1,,npm audit output showing dependency vulnerability results.,migration/output/content/posts/secure-coding-in-salesforce-b2c-commerce-cloud.md,applied
/sending-emails-from-sfcc/,/media/2024/a-mail-across-the-year-15b12cb7bc.jpg,1,,Illustration of seasonal variations in transactional email design.,migration/output/content/posts/sending-emails-from-sfcc.md,applied
/sending-emails-from-sfcc/,/media/2024/sfcc-email-settings-21507245df.png,1,"A screenshot of the ""Administration > Operations > Email Settings"" screen, which enables administrators to configure custom email and DKIM settings.",Email Settings screen used to configure SMTP and DKIM options.,migration/output/content/posts/sending-emails-from-sfcc.md,applied
/simplifying-the-salesforce-order-of-execution/,/media/2023/order-of-execution-simplified-apex-api-v56-0-23130ad657.png,1,,Simplified Salesforce order-of-execution diagram.,migration/output/content/posts/simplifying-the-salesforce-order-of-execution.md,applied
/simplifying-the-salesforce-order-of-execution/,/media/2023/order-of-execution-simplified-apex-api-v56-0-23130ad657.png,2,,Simplified Salesforce order-of-execution diagram.,migration/output/content/posts/simplifying-the-salesforce-order-of-execution.md,applied
/third-party-api-caching-in-commerce-cloud/,/media/2024/configuring-underlying-clients-95d307a0e7.png,1,,Official documentation snippet showing enableCaching on an HTTP service.,migration/output/content/posts/third-party-api-caching-in-commerce-cloud.md,applied
/third-party-api-caching-in-commerce-cloud/,/media/2024/clearing-httpclient-response-cache-c4b7ab1863.png,1,"A screenshot of the ""Service Maintenance"" configuration page in the Business Manager.",Service Maintenance screen used to invalidate the HTTP client response cache.,migration/output/content/posts/third-party-api-caching-in-commerce-cloud.md,applied
/third-party-api-caching-in-commerce-cloud/,/media/2024/third-party-service-caching-results-e1731261763486-2847fa50c4.jpg,1,"A screenshot of a graph showing the results of third-party service improvements, including using Cloudflare and secondly adding caching.",Graph showing lower third-party API traffic after bot filtering and caching.,migration/output/content/posts/third-party-api-caching-in-commerce-cloud.md,applied
/what-is-the-ocapi-session-bridge/,/media/2022/session-bridge-mobile-app-v3-scaled-93e60b2f4b.jpeg,1,,Mobile app session bridging flow that transfers a shopper into the storefront.,migration/output/content/posts/what-is-the-ocapi-session-bridge.md,applied
/what-is-the-ocapi-session-bridge/,/media/2023/bearer-token-authorization-header-e377c64b9c.png,1,,Authorization header containing the OCAPI bearer token in Postman.,migration/output/content/posts/what-is-the-ocapi-session-bridge.md,applied
/what-is-the-ocapi-session-bridge/,/media/2022/session-bridge-guest-basket-secure-order-df1146c25d.jpeg,1,,Secure guest-basket handover where sensitive basket data remains protected.,migration/output/content/posts/what-is-the-ocapi-session-bridge.md,applied
/what-is-the-ocapi-session-bridge/,/media/2022/session-bridge-guest-basket-insecure-order-a252675925.jpeg,1,,Insecure handover example where SFCC blocks sensitive basket details after transfer.,migration/output/content/posts/what-is-the-ocapi-session-bridge.md,applied
/where-to-hook-into-an-sfra-controller/,/media/2024/home-controller-routes-in-sfra-ca8b9d167a.jpg,1,A screenshot of the Home.js controller file of the standard SFRA. It contains two routes: Show and ErrorNotFound.,Standard Home.js controller with Show and ErrorNotFound routes.,migration/output/content/posts/where-to-hook-into-an-sfra-controller.md,applied
/where-to-hook-into-an-sfra-controller/,/media/2024/home-show-sfra-controller-be0043f3bf.jpg,1,,Flow diagram of the standard Home-Show controller logic.,migration/output/content/posts/where-to-hook-into-an-sfra-controller.md,applied
/where-to-hook-into-an-sfra-controller/,/media/2024/sfra-home-route-with-all-extension-points-2-7e4462fe3e.jpg,1,,Combined diagram of SFRA route middleware and hook extension points.,migration/output/content/posts/where-to-hook-into-an-sfra-controller.md,applied
/,/media/2022/1e8a7695-9e6f1ee7bd.jpg,1,,Thomas Theunen at the office beside a desk and plants.,migration/output/content/pages/home.md,unmatched
/,/media/2022/thomas-theunen-tablet2-7f501926d7.jpg,1,,Thomas Theunen holding a tablet in the office.,migration/output/content/pages/home.md,unmatched
/20-years-of-dreamforce/,/media/2022/community-speaker-9f72758dd2.jpg,1,,Community speaker spotlight graphic used for featured sessions.,migration/output/content/posts/20-years-of-dreamforce.md,unmatched
/20-years-of-dreamforce/,/media/2022/community-speaker-9f72758dd2.jpg,2,,Community speaker spotlight graphic used for featured sessions.,migration/output/content/posts/20-years-of-dreamforce.md,unmatched
/20-years-of-dreamforce/,/media/2022/community-speaker-9f72758dd2.jpg,3,,Community speaker spotlight graphic used for featured sessions.,migration/output/content/posts/20-years-of-dreamforce.md,unmatched
/20-years-of-dreamforce/,/media/2022/community-speaker-9f72758dd2.jpg,4,,Community speaker spotlight graphic used for featured sessions.,migration/output/content/posts/20-years-of-dreamforce.md,unmatched
/20-years-of-dreamforce/,/media/2022/dreamforce-cosy-c3b16ff3d4.jpg,1,,Dreamforce attendee checking a phone in a lounge area.,migration/output/content/posts/20-years-of-dreamforce.md,unmatched
/20-years-of-dreamforce/,/media/2022/dreamforce-red-hot-chili-peppers-2e81650f2f.jpg,1,,Red Hot Chili Peppers performing on stage at Dreamforce.,migration/output/content/posts/20-years-of-dreamforce.md,unmatched
/20-years-of-dreamforce/,/media/2022/writing-agenda-ba6ec896c4.jpg,1,,Notebook and laptop laid out while planning a conference agenda.,migration/output/content/posts/20-years-of-dreamforce.md,unmatched
/a-beginners-guide-to-webdav-in-sfcc/,/media/2024/webdav-client-application-permissions-8757d150cc.png,1,,WebDAV Client Application Permissions with API access to impex and cartridges.,migration/output/content/posts/a-beginners-guide-to-webdav-in-sfcc.md,unmatched
/a-beginners-guide-to-webdav-in-sfcc/,/media/2024/webdav-role-permissions-7d3baef818.png,1,,WebDAV Permissions tab for the eCom Manager role in Business Manager.,migration/output/content/posts/a-beginners-guide-to-webdav-in-sfcc.md,unmatched
/a-deep-dive-into-the-23-7-sfcc-release/,/media/2023/categorization-rules-in-23-7-affa83b506.jpg,1,,Categorization rule editor with support for up to ten conditions.,migration/output/content/posts/a-deep-dive-into-the-23-7-sfcc-release.md,unmatched
/a-deep-dive-into-the-23-7-sfcc-release/,/media/2023/local-inventory-7952c2d4a2.jpeg,1,,Google Local Inventory listing showing nearby shoe availability.,migration/output/content/posts/a-deep-dive-into-the-23-7-sfcc-release.md,unmatched
/a-look-at-the-23-9-commerce-cloud-release/,/media/2023/sfcc-custom-endpoints-138d76b101.png,1,,"Custom endpoint file structure with mapping, script, and schema artifacts.",migration/output/content/posts/a-look-at-the-23-9-commerce-cloud-release.md,unmatched
/a-look-at-the-23-9-commerce-cloud-release/,/media/2023/sfcc-japanese-improved-search-fb4e7c018a.png,1,,Language Options menu showing the Japanese Improved analyzer.,migration/output/content/posts/a-look-at-the-23-9-commerce-cloud-release.md,unmatched
/a-look-at-the-23-9-commerce-cloud-release/,/media/2023/sfcc-script-profile-productionmode-before-23-9-35fed622ef.png,1,,Code Profiler output from before the 23.9 Production Mode change.,migration/output/content/posts/a-look-at-the-23-9-commerce-cloud-release.md,unmatched
/a-look-at-the-salesforce-b2c-commerce-cloud-24-2-release/,/media/2024/locale-date-settings-after-24-2-ed26c6c56a.png,1,,Locale date settings after the 24.2 update with start day of week.,migration/output/content/posts/a-look-at-the-salesforce-b2c-commerce-cloud-24-2-release.md,unmatched
/a-look-at-the-salesforce-b2c-commerce-cloud-24-2-release/,/media/2024/locale-date-settings-before-24-2-1107342948.png,1,,Locale date settings before the 24.2 update.,migration/output/content/posts/a-look-at-the-salesforce-b2c-commerce-cloud-24-2-release.md,unmatched
/a-look-at-the-salesforce-b2c-commerce-cloud-24-2-release/,/media/2024/partioned-cookies-in-sfcc-cb426ac0c4.png,1,,Feature switch showing Partitioned Cookies enabled by default.,migration/output/content/posts/a-look-at-the-salesforce-b2c-commerce-cloud-24-2-release.md,unmatched
/a-look-at-the-sfcc-23-5-release/,/media/2023/scapi-channel-types-2023-2795e88145.jpg,1,,Channel-type list showing the new basket and order channels added in the 23.5 release.,migration/output/content/posts/a-look-at-the-sfcc-23-5-release.md,unmatched
/a-look-back-at-origin-shielding/,/media/2022/march-2022-origin-shielding-815c30777b.jpg,1,,March 2022 roadmap slide announcing the next origin shielding phase.,migration/output/content/posts/a-look-back-at-origin-shielding.md,unmatched
/a-look-back-at-origin-shielding/,/media/2022/origin-shielding-first-mention-9d41cb51f2.jpg,1,,First communication about origin shielding from July 2021.,migration/output/content/posts/a-look-back-at-origin-shielding.md,unmatched
/a-new-commerce-cloud-community-in-town/,/media/2022/get-to-know-each-other-v2-60539cfd30.png,1,,Announcement card for the community's first get-to-know-each-other session.,migration/output/content/posts/a-new-commerce-cloud-community-in-town.md,unmatched
/a-new-commerce-cloud-community-in-town/,/media/2022/join-the-salesforce-benelux-commerce-cloud-community-v4-afd7195f3b.jpg,1,,Trailblazer Community Group welcome banner for the Benelux commerce community.,migration/output/content/posts/a-new-commerce-cloud-community-in-town.md,unmatched
/a-new-day-for-commerce-recap/,/media/2023/a-new-day-for-commerce-community-2cc42304c9.jpg,1,,Commerce Cloud leadership and community attendees gathered in Amsterdam.,migration/output/content/posts/a-new-day-for-commerce-recap.md,unmatched
/a-new-day-for-commerce-recap/,/media/2023/demandware-xchange-2015-6b0d29c1ff.png,1,,Demandware XChange 2015 event website.,migration/output/content/posts/a-new-day-for-commerce-recap.md,unmatched
/a-new-day-for-commerce-recap/,/media/2023/fireside-chat-a-new-day-for-commerce-cd97b9b2c7.jpeg,1,,"Thomas Theunen, Igor Faletski, and Sander Felius during the fireside chat.",migration/output/content/posts/a-new-day-for-commerce-recap.md,unmatched
/about/,/media/2022/about-page-pic1-d641346b49.jpg,1,,Founder portrait at a desk with office plants.,migration/output/content/pages/about.md,unmatched
/about/,/media/2022/about-page-pic2-3662ca760e.jpg,1,,Workspace portrait with a laptop and studio greenery.,migration/output/content/pages/about.md,unmatched
/ai-as-an-architect-and-content-creator/,/media/2023/documentation-with-gpt-4-b13ad915e5.jpg,1,,GPT-4 playground drafting developer documentation for a React component.,migration/output/content/posts/ai-as-an-architect-and-content-creator.md,unmatched
/ai-as-an-architect-and-content-creator/,/media/2023/generating-a-post-image-51933457be.jpg,1,,Leonardo.AI generating a cyberpunk portrait from the article prompt.,migration/output/content/posts/ai-as-an-architect-and-content-creator.md,unmatched
/ai-as-an-architect-and-content-creator/,/media/2023/generating-a-post-title-36528f6a0f.jpg,1,,ChatGPT proposing alternate titles for the article draft.,migration/output/content/posts/ai-as-an-architect-and-content-creator.md,unmatched
/ai-as-an-architect-and-content-creator/,/media/2023/github-copilot-react-e4aab607d7.jpg,1,,GitHub Copilot generating React testing code in WebStorm.,migration/output/content/posts/ai-as-an-architect-and-content-creator.md,unmatched
/ai-as-an-architect-and-content-creator/,/media/2023/grammarly-and-content-cf057efe86.jpg,1,,Grammarly suggestions refining tone and grammar in the draft article.,migration/output/content/posts/ai-as-an-architect-and-content-creator.md,unmatched
/ai-as-an-architect-and-content-creator/,/media/2023/hybrid-deployment-theory-02-poc-a7602136f7.jpg,1,,Hybrid deployment T-shirt concept generated as a starting point for the final design.,migration/output/content/posts/ai-as-an-architect-and-content-creator.md,unmatched
/ai-automation-to-augmentation-at-work/,/media/2023/salesforce-einstein-c26c4593ed.jpeg,1,,Salesforce Einstein branding used to introduce workplace AI.,migration/output/content/posts/ai-automation-to-augmentation-at-work.md,unmatched
/ai-automation-to-augmentation-at-work/,/media/2023/sfcc-content-assets-with-ai-8805d0d3cd.jpg,1,,Content asset editor using AI-assisted generation in Salesforce Commerce Cloud.,migration/output/content/posts/ai-automation-to-augmentation-at-work.md,unmatched
/an-overview-of-sfcc-global-functions/,/media/2023/the-infinity-of-space-5e44ec8ec6.jpg,1,,Space-themed illustration introducing the breadth of SFCC global functions.,migration/output/content/posts/an-overview-of-sfcc-global-functions.md,unmatched
/b2c-commerce-cloud-campaign-erd/,/media/2023/campaign-store-groups-sfcc-1a646a927d.png,1,,Campaign Details screen showing Store Group assignment options.,migration/output/content/posts/b2c-commerce-cloud-campaign-erd.md,unmatched
